FIELDNAME,PERIODYR,PERIODMNTH,OILPRODM3,OILPRODMBD,OILPRDDENS,AGASPROKSM,WATPRODVOL
BRAE-SOUTH [PART OF BRAE],2008,07,20545,4.16864677,853,6543,73420
BRAE-SOUTH [PART OF BRAE],2008,08,8990,1.8241,867,3749,34685
BRAE-SOUTH [PART OF BRAE],2008,09,16559,3.47187033,936,6657,66680
BRAE-SOUTH [PART OF BRAE],2008,10,11590,2.35164839,825,5676,54290
BRAE-SOUTH [PART OF BRAE],2008,11,26786,5.61613133,778,7205,88282
BRAE-SOUTH [PART OF BRAE],2008,12,30020,6.09115484,777,8242,109327
BRAE-SOUTH [PART OF BRAE],2009,01,22867,4.63978806,771,6504,82437
BRAE-SOUTH [PART OF BRAE],2009,02,25597,5.75018321,778,7976,90707
BRAE-SOUTH [PART OF BRAE],2009,03,25812,5.23733806,812,9375,117574
BRAE-SOUTH [PART OF BRAE],2009,04,22753,4.77054567,793,8084,85276
BRAE-SOUTH [PART OF BRAE],2009,05,12297,2.49510097,857,4709,59206
BRAE-SOUTH [PART OF BRAE],2009,06,10685,2.24028833,893,1843,46055
BRAE-SOUTH [PART OF BRAE],2009,07,13157,2.66959774,719,2895,52138
BRAE-SOUTH [PART OF BRAE],2009,08,20863,4.23317,699,6024,83149
BRAE-SOUTH [PART OF BRAE],2009,09,22778,4.77578733,682,6987,63349
BRAE-SOUTH [PART OF BRAE],2009,10,13043,2.64646677,671,6927,39220
BRAE-SOUTH [PART OF BRAE],2009,11,18631,3.90629967,720,7736,58664
BRAE-SOUTH [PART OF BRAE],2009,12,19615,3.97994677,704,8428,54231
BRAE-SOUTH [PART OF BRAE],2010,01,16946,3.43839806,746,7721,80982
BRAE-SOUTH [PART OF BRAE],2010,02,13618,3.05918643,784,7206,70296
BRAE-SOUTH [PART OF BRAE],2010,03,8313,1.68673452,822,4272,36881
BRAE-SOUTH [PART OF BRAE],2010,04,7789,1.63309367,853,2254,54857
BRAE-SOUTH [PART OF BRAE],2010,05,4922,0.99868968,759,1882,36010
BRAE-SOUTH [PART OF BRAE],2010,06,5743,1.20411567,763,1776,40708
BRAE-SOUTH [PART OF BRAE],2010,07,6445,1.30771129,752,1642,56504
BRAE-SOUTH [PART OF BRAE],2010,08,7044,1.42925032,762,2302,52879
BRAE-SOUTH [PART OF BRAE],2010,09,9213,1.931659,838,4088,45999
BRAE-SOUTH [PART OF BRAE],2010,10,16172,3.28135097,793,5470,73349
BRAE-SOUTH [PART OF BRAE],2010,11,18480,3.87464,753,7401,72150
BRAE-SOUTH [PART OF BRAE],2010,12,21259,4.31351968,747,8730,87741
BRAE-SOUTH [PART OF BRAE],2011,01,17653,3.58185065,779,6964,107710
BRAE-SOUTH [PART OF BRAE],2011,02,14389,3.23238607,782,4657,70927
BRAE-SOUTH [PART OF BRAE],2011,03,12770,2.59107419,810,4324,83052
BRAE-SOUTH [PART OF BRAE],2011,04,14154,2.967622,807,5556,82841
BRAE-SOUTH [PART OF BRAE],2011,05,18457,3.74498484,919,7288,103395
BRAE-SOUTH [PART OF BRAE],2011,06,12650,2.65228333,1035,5833,72719
BRAE-SOUTH [PART OF BRAE],2011,07,25710,5.21664194,805,9706,140717
BRAE-SOUTH [PART OF BRAE],2011,08,16868,3.42257161,786,8982,53546
BRAE-SOUTH [PART OF BRAE],2011,09,18338,3.84486733,793,9712,62723
BRAE-SOUTH [PART OF BRAE],2011,10,25817,5.23835258,796,9800,91967
BRAE-SOUTH [PART OF BRAE],2011,11,24978,5.237054,795,7006,92223
BRAE-SOUTH [PART OF BRAE],2011,12,22813,4.62883129,848,8676,100679
BRAE-SOUTH [PART OF BRAE],2012,01,19400,3.93632258,809,8436,91547
BRAE-SOUTH [PART OF BRAE],2012,02,19666,4.26548759,848,6620,69116
BRAE-SOUTH [PART OF BRAE],2012,03,24821,5.03626097,813,8795,87050
BRAE-SOUTH [PART OF BRAE],2012,04,26609,5.57902033,817,9020,82470
BRAE-SOUTH [PART OF BRAE],2012,05,24822,5.03646387,808,8287,112516
BRAE-SOUTH [PART OF BRAE],2012,06,27847,5.83858767,802,9359,119958
BRAE-SOUTH [PART OF BRAE],2012,07,15690,3.18355161,796,6864,76098
BRAE-SOUTH [PART OF BRAE],2012,08,949,0.19255516,899,578,2834
BRAE-SOUTH [PART OF BRAE],2012,09,15246,3.196578,814,6740,66712
BRAE-SOUTH [PART OF BRAE],2012,10,22315,4.52778548,797,8644,101436
BRAE-SOUTH [PART OF BRAE],2012,11,26608,5.57881067,794,9195,122347
BRAE-SOUTH [PART OF BRAE],2012,12,25969,5.26919387,800,10085,121592
BRAE-SOUTH [PART OF BRAE],2013,01,25625,5.19939516,795,9665,118278
BRAE-SOUTH [PART OF BRAE],2013,02,22167,4.97965821,771,8595,109355
BRAE-SOUTH [PART OF BRAE],2013,03,21730,4.4090871,784,8094,114769
BRAE-SOUTH [PART OF BRAE],2013,04,19547,4.09835433,792,7825,106146
BRAE-SOUTH [PART OF BRAE],2013,05,21449,4.35207129,794,9490,108313
BRAE-SOUTH [PART OF BRAE],2013,06,18235,3.82327167,807,7393,79439
BRAE-SOUTH [PART OF BRAE],2013,07,17690,3.58935806,796,6673,76493
BRAE-SOUTH [PART OF BRAE],2013,08,12372,2.51031871,766,3220,51050
BRAE-SOUTH [PART OF BRAE],2013,09,5998,1.25758067,772,1891,33372
BRAE-SOUTH [PART OF BRAE],2013,10,11486,2.33054645,785,2818,59772
BRAE-SOUTH [PART OF BRAE],2013,11,14224,2.98229867,782,2414,58241
BRAE-SOUTH [PART OF BRAE],2013,12,13188,2.67588774,824,5503,65202
BRAE-SOUTH [PART OF BRAE],2014,01,11482,2.32973484,795,3073,41132
BRAE-SOUTH [PART OF BRAE],2014,02,13247,2.97584393,792,3116,35870
BRAE-SOUTH [PART OF BRAE],2014,03,21864,4.43627613,795,7928,55066
BRAE-SOUTH [PART OF BRAE],2014,04,17756,3.72284133,798,6807,53996
BRAE-SOUTH [PART OF BRAE],2014,05,18736,3.80159484,800,7306,57425
BRAE-SOUTH [PART OF BRAE],2014,06,17194,3.60500867,786,5770,50986
BRAE-SOUTH [PART OF BRAE],2014,07,10967,2.22523968,790,4006,37670
BRAE-SOUTH [PART OF BRAE],2014,08,7590,1.54003548,794,1546,15661
BRAE-SOUTH [PART OF BRAE],2014,09,13854,2.904722,806,6313,32997
BRAE-SOUTH [PART OF BRAE],2014,10,27319,5.54311323,786,5834,61374
BRAE-SOUTH [PART OF BRAE],2014,11,33398,7.00244733,787,9516,70147
BRAE-SOUTH [PART OF BRAE],2014,12,25750,5.22475806,782,7261,67667
BRAE-SOUTH [PART OF BRAE],2015,01,25018,5.0762329,793,6789,89782
BRAE-SOUTH [PART OF BRAE],2015,02,16781,3.76973179,795,5337,57862
BRAE-SOUTH [PART OF BRAE],2015,03,25231,5.11945129,799,5695,40751
BRAE-SOUTH [PART OF BRAE],2015,04,26551,5.56685967,813,6917,52558
BRAE-SOUTH [PART OF BRAE],2015,05,33330,6.76276452,814,5284,86527
BRAE-SOUTH [PART OF BRAE],2015,06,25153,5.27374567,775,7017,72391
BRAE-SOUTH [PART OF BRAE],2015,07,25645,5.20345323,778,6866,68286
BRAE-SOUTH [PART OF BRAE],2015,08,17038,3.45706516,785,6123,46449
BRAE-SOUTH [PART OF BRAE],2015,09,21972,4.606796,806,8099,54345
BRAE-SOUTH [PART OF BRAE],2015,10,26378,5.35218129,793,7746,72071
BRAE-SOUTH [PART OF BRAE],2015,11,21423,4.491689,791,7886,61795
BRAE-SOUTH [PART OF BRAE],2015,12,14162,2.87351548,791,3755,55015
BRAE-SOUTH [PART OF BRAE],2016,03,788,0.15988774,844,207,2210
BRAE-SOUTH [PART OF BRAE],2016,04,9844,2.06395867,837,1633,47862
BRAE-SOUTH [PART OF BRAE],2016,05,21897,4.44297194,785,2428,53706
BRAE-SOUTH [PART OF BRAE],2016,06,22314,4.678502,781,4480,52272
BRAE-SOUTH [PART OF BRAE],2016,07,23048,4.67651355,776,4639,64985
BRAE-SOUTH [PART OF BRAE],2016,08,24724,5.01657935,775,5685,72449
BRAE-SOUTH [PART OF BRAE],2016,09,15476,3.24480133,791,2711,50239
BRAE-SOUTH [PART OF BRAE],2016,10,19505,3.95762742,794,2596,54726
BRAE-SOUTH [PART OF BRAE],2016,11,18189,3.813627,812,3007,50891
BRAE-SOUTH [PART OF BRAE],2016,12,19811,4.01971581,807,2729,70060
BRAE-SOUTH [PART OF BRAE],2017,01,22685,4.60285968,800,3713,85298
BRAE-SOUTH [PART OF BRAE],2017,02,22008,4.94394,796,6702,57473
BRAE-SOUTH [PART OF BRAE],2017,03,21804,4.42410194,797,3914,69519
BRAE-SOUTH [PART OF BRAE],2017,04,16339,3.42574367,787,3409,52427
BRAE-SOUTH [PART OF BRAE],2017,05,23246,4.71668839,777,6771,62157
BRAE-SOUTH [PART OF BRAE],2017,06,16842,3.531206,775,6590,57274
BRAE-SOUTH [PART OF BRAE],2017,07,21677,4.39833323,785,6371,64397
BRAE-SOUTH [PART OF BRAE],2017,08,18336,3.72043355,788,4327,49746
BRAE-SOUTH [PART OF BRAE],2017,09,4725,0.990675,808,1031,13674
BRAE-SOUTH [PART OF BRAE],2017,10,980,0.19884516,845,70,2115
BRAE-SOUTH [PART OF BRAE],2017,11,10023,2.101489,814,1106,25157
BRAE-SOUTH [PART OF BRAE],2017,12,9085,1.84337581,818,2133,23055
BRAE-SOUTH [PART OF BRAE],2018,01,22158,4.49592968,797,4194,53176
BRAE-SOUTH [PART OF BRAE],2018,02,16319,3.66594679,788,4968,43068
BRAE-SOUTH [PART OF BRAE],2018,03,18064,3.66524387,794,5776,57062
BRAE-SOUTH [PART OF BRAE],2018,04,16146,3.385278,794,4445,52036
BRAE-SOUTH [PART OF BRAE],2018,05,16683,3.38503452,792,3392,65296
BRAE-SOUTH [PART OF BRAE],2018,06,17234,3.61339533,789,4724,58973
BRAE-SOUTH [PART OF BRAE],2018,07,15447,3.13424613,795,3675,57175
BRAE-SOUTH [PART OF BRAE],2018,08,17899,3.63176484,807,4050,48140
BRAE-SOUTH [PART OF BRAE],2018,09,20717,4.34366433,812,3997,60621
BRAE-SOUTH [PART OF BRAE],2018,10,21184,4.29830194,798,3505,58935
BRAE-SOUTH [PART OF BRAE],2018,11,17715,3.714245,794,3012,59496
BRAE-SOUTH [PART OF BRAE],2018,12,10251,2.07996097,802,2430,26283
BRAE-SOUTH [PART OF BRAE],2019,01,20008,4.05968774,793,4728,58647
BRAE-SOUTH [PART OF BRAE],2019,02,16264,3.65359143,789,4336,59996
BRAE-SOUTH [PART OF BRAE],2019,03,16217,3.29048161,792,4091,55048
BRAE-SOUTH [PART OF BRAE],2019,04,17982,3.770226,789,4020,51547
BRAE-SOUTH [PART OF BRAE],2019,05,17620,3.57515484,785,3643,48631
BRAE-SOUTH [PART OF BRAE],2019,06,19452,4.078436,789,4059,59264
BRAE-SOUTH [PART OF BRAE],2019,07,12531,2.54258032,797,2734,42382
BRAE-SOUTH [PART OF BRAE],2019,08,13895,2.81934032,790,3030,50992
BRAE-SOUTH [PART OF BRAE],2019,09,13134,2.753762,793,2647,50793
BRAE-SOUTH [PART OF BRAE],2019,10,6998,1.41991677,812,767,25627
BRAE-SOUTH [PART OF BRAE],2019,11,17667,3.704181,794,3577,62411
BRAE-SOUTH [PART OF BRAE],2019,12,20338,4.12664581,782,4086,75439
BRAE-SOUTH [PART OF BRAE],2020,01,20574,4.17453097,783,4888,79560
BRAE-SOUTH [PART OF BRAE],2020,02,16131,3.49875828,802,3271,55047
BRAE-SOUTH [PART OF BRAE],2020,03,16966,3.44245613,793,3752,62642
BRAE-SOUTH [PART OF BRAE],2020,04,20136,4.221848,786,5114,78672
BRAE-SOUTH [PART OF BRAE],2020,05,18330,3.71921613,786,4033,74179
BRAE-SOUTH [PART OF BRAE],2020,06,18855,3.953265,783,3808,77989
BRAE-SOUTH [PART OF BRAE],2020,07,10894,2.21042774,790,1998,47459
BRAE-SOUTH [PART OF BRAE],2020,08,3024,0.61357935,840,696,22388
BRAE-SOUTH [PART OF BRAE],2020,09,1292,0.27088933,836,165,5444
BRAE-SOUTH [PART OF BRAE],2020,10,16909,3.43089065,796,2919,66256
BRAE-SOUTH [PART OF BRAE],2020,11,15825,3.317975,788,3570,63274
BRAE-SOUTH [PART OF BRAE],2020,12,16321,3.31158355,792,3903,63764
BRAE-SOUTH [PART OF BRAE],2021,01,19004,3.8559729,792,3957,67806
BRAE-SOUTH [PART OF BRAE],2021,02,17176,3.85846571,796,2170,59565
BRAE-SOUTH [PART OF BRAE],2021,03,26818,5.44145871,790,3148,81219
BRAE-SOUTH [PART OF BRAE],2021,04,19510,4.09059667,781,1729,72213
BRAE-SOUTH [PART OF BRAE],2021,05,12470,2.53020323,794,575,41096
BRAE-SOUTH [PART OF BRAE],2021,07,10322,2.0943671,808,1074,30689
BRAE-SOUTH [PART OF BRAE],2021,08,18384,3.7301729,791,3681,55582
BRAE-SOUTH [PART OF BRAE],2021,09,16077,3.370811,791,3095,48949
BRAE-SOUTH [PART OF BRAE],2021,10,20317,4.12238484,788,3916,53986
BRAE-SOUTH [PART OF BRAE],2021,11,19251,4.036293,782,3847,49201
BRAE-SOUTH [PART OF BRAE],2021,12,18814,3.81742129,777,2376,49021
BRAE-SOUTH [PART OF BRAE],2022,01,16972,3.44367355,781,2442,49087
BRAE-SOUTH [PART OF BRAE],2022,02,13491,3.03065679,775,2288,39932
BRAE-SOUTH [PART OF BRAE],2022,03,9202,1.86711548,788,1822,29723
BRAE-SOUTH [PART OF BRAE],2022,04,12225,2.563175,784,2493,38000
BRAE-SOUTH [PART OF BRAE],2022,05,5429,1.10156161,804,1343,15013
BRAE-SOUTH [PART OF BRAE],2022,06,5888,1.23451733,791,1536,14902
BRAE-SOUTH [PART OF BRAE],2022,07,15113,3.06647645,784,3671,41451
BRAE-SOUTH [PART OF BRAE],2022,08,14089,2.85870355,784,3192,52317
BRAE-SOUTH [PART OF BRAE],2022,09,13520,2.83469333,787,3125,49946
BRAE-SOUTH [PART OF BRAE],2022,10,17568,3.56460387,774,3916,57438
BRAE-SOUTH [PART OF BRAE],2022,11,10538,2.20946733,780,2364,30639
BRAE-SOUTH [PART OF BRAE],2022,12,19325,3.92110484,765,3812,61310
BRAE-SOUTH [PART OF BRAE],2023,01,11604,2.35448903,773.6,2565,39375
BRAE-SOUTH [PART OF BRAE],2023,02,15140,3.40109286,770,3232,46076
BRAE-SOUTH [PART OF BRAE],2023,03,16938,3.43677484,771,3887,41438
BRAE-SOUTH [PART OF BRAE],2023,04,16141,3.38422967,772,3002,44995
BRAE-SOUTH [PART OF BRAE],2023,05,16536,3.35520774,774,2556,49178
BRAE-SOUTH [PART OF BRAE],2023,06,16429,3.44461367,779.7,3664,58324
BRAE-SOUTH [PART OF BRAE],2023,07,3961,0.80369968,782.1,271,12039
BRAE-SOUTH [PART OF BRAE],2023,08,7551,1.53212226,781.4,1281,19987
BRAE-SOUTH [PART OF BRAE],2023,09,18042,3.782806,804.8,4819,60841
BRAE-SOUTH [PART OF BRAE],2023,10,18226,3.69811419,802.3,5210,59267
BRAE-SOUTH [PART OF BRAE],2023,11,17262,3.619266,800.3,4772,52892
BRAE-SOUTH [PART OF BRAE],2023,12,17616,3.57434323,790.2,4642,52315
BRAE-SOUTH [PART OF BRAE],2024,01,16999,3.44915194,788.4,4195,52596
BRAE-SOUTH [PART OF BRAE],2024,02,16372,3.55103034,786.4,3931,54027
BRAE-SOUTH [PART OF BRAE],2024,03,13609,2.76131,793.8,3252,39012
BRAE-SOUTH [PART OF BRAE],2024,04,17686,3.70816467,790.4,4054,48965
BRAE-SOUTH [PART OF BRAE],2024,05,18271,3.70724484,794.4,5830,49997
BRAE-SOUTH [PART OF BRAE],2024,06,8788,1.84255067,794.1,2481,25744
BRAE-SOUTH [PART OF BRAE],2024,07,16326,3.31259806,798.2,4248,57848
BRAE-SOUTH [PART OF BRAE],2024,08,15818,3.20952323,787.4,4006,56796
BRECHIN,2005,06,3128,0.65583733,808.4,504,0
BRECHIN,2005,07,33340,6.76479355,805.6,5518,0
BRECHIN,2005,08,30567,6.2021429,810.3,4360,0
BRECHIN,2005,09,30156,6.322708,813.6,4971,0
BRECHIN,2005,10,28292,5.74053806,809.8,4793,0
BRECHIN,2005,11,23210,4.86636333,809.5,3705,0
BRECHIN,2005,12,25175,5.10808871,811.6,4192,0
BRECHIN,2006,01,22332,4.53123484,812.4,3952,0
BRECHIN,2006,02,21210,4.764675,812.7,4012,0
BRECHIN,2006,03,22383,4.5415829,812.8,4608,0
BRECHIN,2006,04,20807,4.36253433,812.2,4468,0
BRECHIN,2006,05,20414,4.14206645,812.6,4451,0
BRECHIN,2006,06,17245,3.61570167,813,3863,0
BRECHIN,2006,07,17095,3.46863065,812.2,3794,263
BRECHIN,2006,10,16020,3.25050968,814.2,2942,745
BRECHIN,2006,11,19865,4.16502833,811.8,4264,957
BRECHIN,2006,12,20391,4.13739968,812.1,4554,2962
BRECHIN,2007,01,19719,4.00104871,811.9,4374,2818
BRECHIN,2007,02,14593,3.27821321,799.8,2930,2018
BRECHIN,2007,03,11193,2.27109581,812.3,1858,1549
BRECHIN,2007,04,11869,2.48853367,812.5,1974,1806
BRECHIN,2007,05,8778,1.78108452,812.2,1498,1381
BRECHIN,2007,06,11900,2.49503333,812.2,2352,2702
BRECHIN,2007,07,12918,2.62110387,812.4,2637,2701
BRECHIN,2007,08,12739,2.58478419,810.6,2575,2780
BRECHIN,2007,09,6978,1.463054,809.9,1472,1635
BRECHIN,2007,10,11620,2.35773548,810.9,2346,2765
BRECHIN,2007,11,6613,1.38652567,811.7,1502,1533
BRECHIN,2007,12,7103,1.44122161,811.3,1616,2102
BRECHIN,2008,01,2871,0.58253516,817.5,659,914
BRECHIN,2008,04,9868,2.06899067,812.7,1805,2779
BRECHIN,2008,05,11328,2.29848774,814.3,2202,2935
BRECHIN,2008,06,10135,2.12497167,813.9,2144,2809
BRECHIN,2008,07,13062,2.65032194,813.1,2877,3753
BRECHIN,2008,08,3826,0.77630774,819.8,618,1028
BRECHIN,2008,09,9878,2.07108733,810.9,2067,2641
BRECHIN,2008,10,6788,1.3773071,812.5,1489,1972
BRECHIN,2008,11,5199,1.090057,816.7,1151,1323
BRECHIN,2008,12,9648,1.95761032,811.3,2138,2743
BRECHIN,2009,01,568,0.11524903,818.7,106,156
BRECHIN,2009,02,7291,1.63787107,810.1,1420,3323
BRECHIN,2009,03,4860,0.98610968,811.8,864,2139
BRECHIN,2009,04,5858,1.22822733,825.9,1025,1871
BRECHIN,2009,05,7147,1.45014935,815.7,1291,3019
BRECHIN,2009,06,3847,0.80658767,819.4,690,3041
BRECHIN,2009,07,2039,0.41371968,815.8,344,4325
BRECHIN,2009,08,437,0.08866871,821.8,81,1243
BRECHIN,2009,10,4967,1.00782032,831.2,863,3802
BRECHIN,2009,11,6670,1.39847667,814.8,1242,4217
BRECHIN,2009,12,7713,1.56499258,816.9,1348,6836
BRECHIN,2010,01,9083,1.84297,815.3,1723,6687
BRECHIN,2010,02,6093,1.36874893,810.1,1187,4906
BRECHIN,2010,03,7214,1.46374387,811,1365,6478
BRECHIN,2010,04,7140,1.49702,816.3,1106,7638
BRECHIN,2010,05,3431,0.69616097,816.4,685,3434
BRECHIN,2010,06,5835,1.223405,814.9,1094,6439
BRECHIN,2010,07,4792,0.97231226,814.8,893,5162
BRECHIN,2010,08,5199,1.05489387,811.9,983,5580
BRECHIN,2010,10,2192,0.44476387,811.6,442,2453
BRECHIN,2010,11,5568,1.167424,816.8,946,4604
BRECHIN,2010,12,3456,0.70123355,801.5,673,2909
BRECHIN,2011,01,1275,0.25870161,808.6,249,1530
BRECHIN,2015,09,142,0.02977267,806.6,28,365
BRECHIN,2015,10,21,0.00426097,804.5,3,287
BRECHIN,2016,01,49,0.00994226,802.8,9,340
BRECHIN,2016,11,427,0.08952767,956.8,48,1348
BRECHIN,2016,12,510,0.10348065,974.2,62,5522
BRECHIN,2017,01,269,0.05458097,805,20,7798
BRECHIN,2017,02,299,0.06716821,807.3,22,8243
BRECHIN,2017,03,136,0.02759484,806.6,9,4142
BRECHIN,2017,04,12,0.002516,805.1,1,376
BRECHIN,2017,08,380,0.07710323,824.2,0,11336
BRECHIN,2017,09,328,0.06877067,818.6,0,11088
BRECHIN,2017,10,159,0.03226161,809.6,0,6880
BRECHIN,2017,11,81,0.016983,815.9,5,3438
BRECHIN,2017,12,5,0.00101452,810.5,0,202
BRECHIN,2018,02,1623,0.36459536,810.8,229,11594
BRECHIN,2018,03,288,0.05843613,811.8,38,1673
BRECHIN,2018,04,1933,0.40528567,814.2,305,9802
BRECHIN,2018,06,1741,0.36502967,814.9,219,9896
BRECHIN,2018,07,4335,0.87958548,812.4,537,15051
BRECHIN,2018,08,585,0.11869839,813.3,68,3025
BRECHIN,2018,09,5653,1.18524567,818,750,18226
BRECHIN,2018,10,5570,1.13017097,815.1,880,16409
BRECHIN,2018,11,4770,1.00011,820.2,757,14391
BRECHIN,2018,12,4353,0.88323774,817,779,13676
BRECHIN,2019,01,5469,1.10967774,824.2,1003,16530
BRECHIN,2019,02,4323,0.97113107,829.1,746,14353
BRECHIN,2019,03,4583,0.92990548,825.3,830,16078
BRECHIN,2019,04,4209,0.882487,825,848,11752
BRECHIN,2019,05,4645,0.94248548,826.7,720,12703
BRECHIN,2019,06,5729,1.20118033,828.9,852,14620
BRECHIN,2019,07,5027,1.01999452,827,858,10005
BRECHIN,2019,08,3926,0.79659806,825.3,752,8903
BRECHIN,2019,09,4544,0.95272533,826,808,11108
BRECHIN,2019,10,4402,0.89318,825.7,614,10074
BRECHIN,2019,11,5040,1.05672,822.2,733,12352
BRECHIN,2019,12,5171,1.04921258,821.6,784,11964
BRECHIN,2020,01,5080,1.03074839,819.2,899,12163
BRECHIN,2020,02,3321,0.72031345,821,573,9695
BRECHIN,2020,03,2291,0.46485129,820.1,459,6658
BRECHIN,2020,04,4927,1.03302767,820.8,1019,13743
BRECHIN,2020,05,3270,0.66349355,820.7,491,9072
BRECHIN,2020,06,4437,0.930291,821.7,705,11427
BRECHIN,2020,07,4398,0.89236839,821.3,672,11032
BRECHIN,2020,08,3723,0.75540871,821.6,508,9774
BRECHIN,2020,09,3764,0.78918533,821.7,508,10197
BRECHIN,2020,10,4294,0.87126645,822.2,365,10621
BRECHIN,2020,11,3601,0.75500967,823.2,294,9577
BRECHIN,2020,12,2428,0.49264903,820.1,344,6365
BRECHIN,2021,01,2738,0.55554903,823.4,381,7455
BRECHIN,2021,02,2535,0.56946964,821,368,6735
BRECHIN,2021,03,1298,0.26336839,822,164,3426
BRECHIN,2021,04,3875,0.81245833,823,463,8515
BRECHIN,2021,05,3221,0.65355129,826.5,382,6526
BRECHIN,2021,07,564,0.11443742,850.8,70,3099
BRECHIN,2021,08,1172,0.23780258,823.4,136,4838
BRECHIN,2021,09,7050,1.47815,824.5,721,15731
BRECHIN,2021,10,6610,1.34119032,821.6,622,12413
BRECHIN,2021,11,5959,1.24940367,821.4,537,13191
BRECHIN,2021,12,5152,1.04535742,820.3,447,12536
BRECHIN,2022,01,5434,1.10257613,819.8,437,12030
BRECHIN,2022,02,128,0.02875429,818.9,9,233
BRECHIN,2022,03,3303,0.67018935,818.9,327,9249
BRECHIN,2022,04,4270,0.89527667,817.6,575,9994
BRECHIN,2022,05,620,0.1258,824.6,215,2084
BRECHIN,2022,06,3780,0.79254,760.9,920,13439
BRECHIN,2022,07,3741,0.75906097,767.7,712,13041
BRECHIN,2022,08,2876,0.58354968,757.6,583,9652
BRECHIN,2022,09,1425,0.298775,818.9,206,5665
BRECHIN,2022,10,3164,0.64198581,818.7,265,11982
BRECHIN,2022,11,2585,0.54198833,820.3,165,11270
BRECHIN,2022,12,3052,0.61926065,821.1,101,11940
BRECHIN,2023,01,3179,0.64502935,819.6,155,10940
BRECHIN,2023,02,2991,0.67190679,816.6,243,10330
BRECHIN,2023,03,3323,0.67424742,816.3,249,11841
BRECHIN,2023,04,3217,0.67449767,816.7,327,11639
BRECHIN,2023,05,2372,0.48128645,819.1,144,9241
BRECHIN,2023,06,3046,0.63864467,818.8,240,10828
BRECHIN,2023,07,850,0.17246774,814.2,55,2613
BRECHIN,2023,08,1277,0.25910742,819.2,148,6762
BRECHIN,2023,09,3239,0.67911033,817.1,483,12088
BRECHIN,2023,10,3178,0.64482645,818,472,11852
BRECHIN,2023,11,1034,0.21679533,821.7,132,3769
BRECHIN,2023,12,2833,0.57482484,817.4,332,11214
BRECHIN,2024,01,3172,0.64360903,825.3,433,11672
BRECHIN,2024,02,1971,0.4275031,825.3,287,7342
BRECHIN,2024,03,1283,0.26032484,825.3,206,5099
BRECHIN,2024,04,2975,0.62375833,821.5,435,10385
BRECHIN,2024,05,2482,0.50360581,827,414,9665
BRECHIN,2024,07,1143,0.23191839,924.4,191,4722
BRECHIN,2024,08,3074,0.62372452,826.8,492,13965
BRENDA,2007,06,72852,15.274636,814,5109,2442
BRENDA,2007,07,47970,9.73326774,814,3754,1586
BRENDA,2007,08,104206,21.14373355,814,7088,2603
BRENDA,2007,09,105975,22.219425,814,7629,8389
BRENDA,2007,10,104046,21.11126903,814,7122,11092
BRENDA,2007,11,81344,17.05512533,814,4245,11847
BRENDA,2007,12,89664,18.19311484,814,6020,16747
BRENDA,2008,01,89489,18.15760677,814,6261,21836
BRENDA,2008,02,75587,16.39455966,814,4883,16742
BRENDA,2008,03,91749,18.61616806,814,4782,32756
BRENDA,2008,04,72177,15.133111,814,5013,32858
BRENDA,2008,05,65001,13.18891258,814,3536,45393
BRENDA,2008,06,67347,14.120421,814,3438,66097
BRENDA,2008,07,86480,17.54707097,814,5169,42903
BRENDA,2008,08,53,0.01075387,814,7,54
BRENDA,2008,09,67353,14.121679,814,3741,54865
BRENDA,2008,10,69307,14.06261387,814,4306,50328
BRENDA,2008,11,63319,13.27588367,814,3618,92407
BRENDA,2008,12,58340,11.83737419,814,3205,62133
BRENDA,2009,01,55846,11.33133355,814,3449,71478
BRENDA,2009,02,41545,9.3327875,814,2587,45173
BRENDA,2009,03,40339,8.18491323,814,2797,40240
BRENDA,2009,04,39124,8.20299867,814,2886,34603
BRENDA,2009,05,36861,7.47921581,814,2934,37937
BRENDA,2009,06,32869,6.89153367,814,2476,40986
BRENDA,2009,07,16527,3.35338161,814,1169,22991
BRENDA,2009,08,36134,7.33170516,814,2034,51383
BRENDA,2009,09,5817,1.219631,814,335,13660
BRENDA,2009,10,26968,5.47189419,814,1620,71139
BRENDA,2009,11,29988,6.287484,814,1905,89663
BRENDA,2009,12,23324,4.73251484,814,1937,78294
BRENDA,2010,01,26543,5.38566032,814,2361,94045
BRENDA,2010,02,25694,5.77197357,814,2157,98411
BRENDA,2010,03,24924,5.05716,814,1798,104224
BRENDA,2010,04,23531,4.93366633,814,1932,103980
BRENDA,2010,05,23604,4.78932774,814,1710,101529
BRENDA,2010,06,22950,4.81185,814,1991,97748
BRENDA,2010,07,12613,2.55921839,814,961,53951
BRENDA,2010,08,24442,4.95936065,814,1749,109106
BRENDA,2010,09,24641,5.16639633,814,1724,92595
BRENDA,2010,10,24247,4.91979452,814,1868,110550
BRENDA,2010,11,23210,4.86636333,814,1896,102808
BRENDA,2010,12,8750,1.77540323,814,865,36375
BRENDA,2011,03,12892,2.61582839,814,1207,52599
BRENDA,2011,04,16019,3.35865033,814,1326,77057
BRENDA,2011,06,7070,1.48234333,814,371,39592
BRENDA,2011,07,12769,2.59087129,814,1024,71999
BRENDA,2011,08,7291,1.47936742,834.1,777,44098
BRENDA,2011,09,2320,0.48642667,834.2,212,14270
BRENDA,2011,10,8452,1.71493806,860.9,756,48192
