FIELDNAME,PERIODYR,PERIODMNTH,OILPRODM3,OILPRODMBD,OILPRDDENS,AGASPROKSM,WATPRODVOL
PETRONELLA,1998,08,12140,2.46324516,824.3,1999,20007
PETRONELLA,1998,09,12220,2.56212667,834.2,2061,19936
PETRONELLA,1998,10,12440,2.52411613,837.4,1989,19559
PETRONELLA,1998,11,12816,2.687088,837.5,2089,22816
PETRONELLA,1998,12,10385,2.10715,837.7,2269,21021
PETRONELLA,1999,01,11269,2.28651645,838.7,2395,20845
PETRONELLA,1999,02,7126,1.600805,835.9,2145,12241
PETRONELLA,1999,03,9194,1.86549226,837.9,2963,16567
PETRONELLA,1999,04,8328,1.746104,837.5,2685,15552
PETRONELLA,1999,05,3020,0.61276774,828.6,768,6419
PETRONELLA,1999,06,5282,1.10745933,827.9,1236,10347
PETRONELLA,1999,07,2939,0.59633258,831.9,1263,14532
PETRONELLA,1999,08,3223,0.6539571,833.8,2056,15623
PETRONELLA,1999,09,2631,0.551633,836,2108,12654
PETRONELLA,1999,10,3256,0.6606529,838.2,2260,14997
PETRONELLA,1999,11,2585,0.54198833,831.9,1922,12656
PETRONELLA,1999,12,3319,0.67343581,830.6,1653,17842
PETRONELLA,2000,01,4560,0.92523871,832.1,2950,15467
PETRONELLA,2000,02,5040,1.09315862,832.2,2268,14049
PETRONELLA,2000,03,5780,1.17278065,835.3,1782,15536
PETRONELLA,2000,04,5769,1.209567,833.7,1642,15083
PETRONELLA,2000,05,7992,1.62160258,834.5,1956,15106
PETRONELLA,2000,06,7773,1.629739,834.7,2266,16487
PETRONELLA,2000,07,7044,1.42925032,835,2038,14556
PETRONELLA,2000,08,6726,1.3647271,835.3,1838,14178
PETRONELLA,2000,09,2936,0.61558133,835.4,1138,6769
PETRONELLA,2000,10,6811,1.38197387,835.1,1935,15086
PETRONELLA,2000,11,6168,1.293224,823.9,1273,14102
PETRONELLA,2000,12,6938,1.40774258,817.5,1585,16462
PETRONELLA,2001,01,8641,1.75328677,848.2,2233,20268
PETRONELLA,2001,02,6397,1.43704036,828.3,2107,14427
PETRONELLA,2001,03,6723,1.36411839,834.1,1736,14889
PETRONELLA,2001,04,1026,0.215118,832.6,286,2497
PETRONELLA,2001,05,3609,0.73227774,839.6,806,8000
PETRONELLA,2001,06,892,0.18702267,849,175,2233
PETRONELLA,2001,07,6819,1.3835971,1335,1461,13728
PETRONELLA,2001,08,7374,1.49620839,1323.8,1360,15177
PETRONELLA,2001,09,7783,1.63183567,1264.2,1269,16203
PETRONELLA,2001,10,7344,1.49012129,1299.6,1287,15880
PETRONELLA,2001,11,7178,1.50498733,1299.2,1222,14562
PETRONELLA,2001,12,7011,1.42255452,1244.7,1224,14961
PETRONELLA,2002,01,7139,1.44852613,1304.6,2447,14666
PETRONELLA,2002,02,8798,1.97640786,1274.6,2974,19546
PETRONELLA,2002,03,9681,1.96430613,1245.5,3225,24366
PETRONELLA,2002,04,9208,1.93061067,1116,2261,20536
PETRONELLA,2002,05,8833,1.79224419,1088,1666,22213
PETRONELLA,2002,06,9067,1.90104767,833.1,1542,15731
PETRONELLA,2002,07,8341,1.69241581,834.8,1518,20762
PETRONELLA,2002,08,6522,1.32333484,830.2,1243,16938
PETRONELLA,2002,09,338,0.07086733,829.8,136,726
PETRONELLA,2002,10,11035,2.2390371,809.5,4212,0
PETRONELLA,2002,11,18214,3.81886867,817.8,3881,0
PETRONELLA,2002,12,11490,2.33135806,828.4,1278,0
PETRONELLA,2003,01,9624,1.95274065,825.5,1411,6823
PETRONELLA,2003,02,9427,2.11770821,826.9,1448,1949
PETRONELLA,2003,03,9356,1.89836258,825.5,1524,2083
PETRONELLA,2003,04,6704,1.40560533,824.4,1371,7221
PETRONELLA,2003,05,2639,0.53546161,824,467,2749
PETRONELLA,2003,06,7855,1.64693167,819.1,1673,7396
PETRONELLA,2003,07,7604,1.54287613,834.4,1124,6276
PETRONELLA,2003,08,5028,1.02019742,827,758,3550
PETRONELLA,2003,09,7226,1.51505133,820.2,1204,3374
PETRONELLA,2003,10,9743,1.97688613,862.7,1200,750
PETRONELLA,2003,11,10789,2.26209367,858.6,1002,0
PETRONELLA,2003,12,11015,2.23497903,847.4,1054,0
PETRONELLA,2004,01,8199,1.66360355,870.9,785,0
PETRONELLA,2004,02,6579,1.42696241,831.6,630,0
PETRONELLA,2004,03,8677,1.76059129,844.1,831,0
PETRONELLA,2004,04,9984,2.093312,843.9,956,0
PETRONELLA,2004,05,9069,1.84012935,841.6,3190,10701
PETRONELLA,2004,06,7256,1.52134133,835.7,2301,10181
PETRONELLA,2004,07,7307,1.48261387,835.3,1861,10701
PETRONELLA,2004,08,7679,1.55809387,826.5,1980,10631
PETRONELLA,2004,09,6763,1.41797567,827.9,1962,10287
PETRONELLA,2004,10,1592,0.32302194,819.9,473,2221
PETRONELLA,2004,11,6381,1.337883,828.7,1105,2221
PETRONELLA,2004,12,7583,1.53861516,829.9,1402,2221
PETRONELLA,2005,01,6785,1.37669839,829.1,1327,2221
PETRONELLA,2005,02,5606,1.25934786,829.9,1756,2221
PETRONELLA,2005,03,5454,1.10663419,829.1,1421,10961
PETRONELLA,2005,04,4651,0.97515967,831.9,1406,10613
PETRONELLA,2005,05,3475,0.70508871,829.1,1671,9143
PETRONELLA,2005,06,5539,1.16134367,829.8,892,6357
PETRONELLA,2005,07,5141,1.04312548,825.1,967,9415
PETRONELLA,2005,08,2918,0.59207161,818.1,456,5115
PETRONELLA,2005,09,3791,0.79484633,828.1,593,5314
PETRONELLA,2005,10,2557,0.51882355,840.3,352,4745
PETRONELLA,2005,11,3998,0.83824733,826.4,695,5294
PETRONELLA,2005,12,4368,0.88628129,833.4,638,6481
PETRONELLA,2006,01,4852,0.98448645,837.8,692,9330
PETRONELLA,2006,02,3858,0.86667214,840.3,551,7757
PETRONELLA,2006,03,3644,0.73937935,832.8,472,8052
PETRONELLA,2006,04,3678,0.771154,828.5,481,8420
PETRONELLA,2006,05,3503,0.71077,827.6,308,9307
PETRONELLA,2006,06,4511,0.94580633,827.6,660,6965
PETRONELLA,2006,07,4354,0.88344065,838.6,636,10501
PETRONELLA,2006,08,4133,0.83859903,832.5,693,5109
PETRONELLA,2006,09,4464,0.935952,832.3,686,7822
PETRONELLA,2006,10,3817,0.77448161,835.4,573,7509
PETRONELLA,2006,11,2865,0.600695,851.8,418,6070
PETRONELLA,2006,12,3935,0.79842419,827.8,788,4634
PETRONELLA,2007,01,3873,0.78584419,834.7,561,7648
PETRONELLA,2007,02,4183,0.93968107,841.7,462,6108
PETRONELLA,2007,03,4767,0.96723968,849,622,3949
PETRONELLA,2007,04,4068,0.852924,856.6,747,7508
PETRONELLA,2007,05,1967,0.39911065,857.2,324,4824
PETRONELLA,2007,06,1230,0.25789,855.1,251,2563
PETRONELLA,2007,07,4907,0.99564613,860.1,749,10443
PETRONELLA,2007,08,4480,0.90900645,853.8,650,1710
PETRONELLA,2007,09,3510,0.73593,861.9,0,8137
PETRONELLA,2007,10,410,0.08319032,837.7,13,707
PETRONELLA,2009,10,25,0.00507258,874.1,0,8
PETRONELLA,2009,11,6706,1.40602467,792.3,510,345
PETRONELLA,2009,12,6104,1.23852129,807.8,594,387
PETRONELLA,2010,01,5954,1.20808581,807.9,497,617
PETRONELLA,2010,02,4918,1.10479357,817.3,445,1585
PETRONELLA,2010,03,6285,1.27524677,800.5,884,1142
PETRONELLA,2010,04,7115,1.49177833,804.1,930,2277
PETRONELLA,2010,05,6528,1.32455226,792.5,806,2504
PETRONELLA,2010,06,5165,1.08292833,820.3,781,2138
PETRONELLA,2010,07,5164,1.04779226,820.3,780,2138
PETRONELLA,2010,08,5908,1.19875226,824.6,983,1423
PETRONELLA,2010,09,7037,1.47542433,801.6,1245,740
PETRONELLA,2010,10,7036,1.4276271,801.6,1244,740
PETRONELLA,2010,11,4611,0.966773,853.4,1060,1190
PETRONELLA,2010,12,6662,1.35174129,847.7,894,2129
PETRONELLA,2011,01,6323,1.2829571,829,819,2142
PETRONELLA,2011,02,3552,0.79793143,851.1,776,988
PETRONELLA,2011,03,6669,1.35316161,852.9,1982,2282
PETRONELLA,2011,04,5986,1.25506467,837.6,1132,1140
PETRONELLA,2011,05,5611,1.13849,825.2,831,395
PETRONELLA,2011,06,4659,0.976837,840.4,1921,1719
PETRONELLA,2011,07,4516,0.91631097,827.2,1008,1972
PETRONELLA,2011,08,4610,0.93538387,838.7,1535,2496
PETRONELLA,2011,09,5142,1.078106,786.4,609,684
PETRONELLA,2011,10,747,0.15156871,839.7,95,294
PETRONELLA,2012,04,3782,0.79295933,823.2,714,589
PETRONELLA,2012,05,2851,0.5784771,836.3,309,346
PETRONELLA,2012,06,7950,1.66685,838.8,852,718
PETRONELLA,2012,07,6206,1.25921742,852.6,643,1136
PETRONELLA,2012,08,6427,1.30405903,840.9,214,1646
PETRONELLA,2012,09,319,0.06688367,857.6,83,121
PICT,2005,06,42076,8.82193467,866,3080,366
PICT,2005,07,85176,17.28248516,861.4,14030,2008
PICT,2005,08,35701,7.24384806,864.9,3742,286
PICT,2005,09,78352,16.42780267,863.9,8310,2065
PICT,2005,10,78380,15.90355484,859.4,8057,6019
PICT,2005,11,69746,14.62341133,858,8124,12100
PICT,2005,12,47776,9.69390452,863.2,3396,6507
PICT,2006,01,54451,11.04828355,865.9,6747,14442
PICT,2006,02,49458,11.11038643,859.5,5993,20644
PICT,2006,03,60589,12.29370355,859.5,6625,22583
PICT,2006,04,58720,12.31162667,851.9,6600,21359
PICT,2006,05,48517,9.84425581,860.9,6314,45203
PICT,2006,06,45087,9.453241,855.6,5821,53907
PICT,2006,07,42561,8.63576419,855.1,5456,47023
PICT,2006,08,46272,9.38873806,857.9,6148,54916
PICT,2006,09,41350,8.66971667,854.8,5312,28250
PICT,2006,10,39348,7.98383613,849.3,4260,28203
PICT,2006,11,37922,7.95097933,857.7,3935,23441
PICT,2006,12,40946,8.30807548,877.6,4887,23175
PICT,2007,01,30518,6.19220065,863.4,3975,47676
PICT,2007,02,25774,5.789945,854.8,3461,40049
PICT,2007,03,27856,5.65207226,852.7,3268,36051
PICT,2007,04,17395,3.64715167,848.1,1536,39547
PICT,2007,05,28353,5.75291516,851.4,5118,57141
PICT,2007,06,28171,5.90651967,859.9,2377,50118
PICT,2007,07,28154,5.71253742,856.1,2107,62344
PICT,2007,08,30431,6.17454806,853.8,2748,71486
PICT,2007,09,20139,4.222477,857.6,2374,57274
PICT,2007,10,25429,5.15962613,847.2,2419,69843
PICT,2007,11,16126,3.38108467,857.1,3454,52730
PICT,2007,12,25489,5.17180032,865.4,5961,77473
PICT,2008,01,22803,4.62680226,857.8,1009,75996
PICT,2008,02,23854,5.17385034,858.9,1529,80404
PICT,2008,03,17655,3.58225645,850.5,715,67379
PICT,2008,04,17841,3.740663,865.9,1180,71264
PICT,2008,05,22927,4.65196226,868.2,2228,76269
PICT,2008,06,22594,4.73720867,862,1269,90122
PICT,2008,07,24387,4.94820097,855.2,1131,97298
PICT,2008,08,9596,1.94705935,854.9,475,35859
PICT,2008,09,16791,3.520513,854,1002,68424
PICT,2008,10,5905,1.19814355,856,469,20491
PICT,2008,11,20762,4.35309933,852.1,1243,65258
PICT,2009,02,10320,2.31831429,859.6,694,40028
PICT,2009,03,25319,5.13730677,863.4,2256,78622
PICT,2009,04,23333,4.89215233,859.6,2190,70031
PICT,2009,05,18120,3.67660645,861.3,1947,71372
PICT,2009,06,15632,3.27750933,859.9,1346,61062
PICT,2009,07,19954,4.04873097,861,2068,80376
PICT,2009,08,18750,3.80443548,862.8,2314,77515
PICT,2009,09,2860,0.59964667,873.4,341,11336
PICT,2009,10,13642,2.76800581,865.7,1329,58788
PICT,2009,11,17204,3.60710533,860.2,1337,65848
PICT,2009,12,18824,3.81945032,861.9,1441,79225
PICT,2010,01,11549,2.34332935,863.7,959,51709
PICT,2010,02,19806,4.44927643,861.1,1504,77989
PICT,2010,03,20792,4.21876387,864.2,1824,88715
PICT,2010,04,17986,3.77106467,866.2,1615,88341
PICT,2010,05,15006,3.04476581,868.8,906,60225
PICT,2010,06,799,0.16752367,883.9,54,345
PICT,2010,07,17920,3.63602581,872.9,1570,84275
PICT,2010,08,16833,3.41547,869.1,1378,88777
PICT,2010,09,13977,2.930511,870.3,956,85848
PICT,2010,10,13112,2.6604671,868.7,5027,88658
PICT,2010,11,13020,2.72986,869.3,1372,79732
PICT,2010,12,13688,2.77733935,866.4,1592,85517
PICT,2011,01,11473,2.32790871,866,1574,79735
PICT,2011,02,10273,2.30775607,869.5,1318,74805
PICT,2011,03,12202,2.47582516,871.6,1301,74475
PICT,2011,04,13174,2.76214867,874.9,1505,78409
PICT,2011,05,14989,3.04131645,877.1,1717,88166
PICT,2011,06,9266,1.94277133,872.3,1025,57109
PICT,2011,10,5545,1.12509839,885.9,441,26424
PICT,2011,11,11306,2.37049133,892,1120,72678
PICT,2011,12,8911,1.80807065,879.2,1051,63534
PICT,2012,01,5301,1.07559,890.3,524,38699
PICT,2012,02,10833,2.34964034,877.9,1800,81849
PICT,2012,03,11772,2.38857677,879.2,1481,94287
PICT,2012,04,5124,1.074332,881.3,586,38090
PICT,2012,05,11518,2.33703935,873.7,962,86917
PICT,2012,06,11273,2.36357233,878.8,660,89919
PICT,2012,07,10619,2.15462935,874.4,865,88864
PICT,2012,08,2194,0.44516968,873.7,261,19581
PICT,2012,10,2697,0.54723,889.9,883,16168
PICT,2012,11,8338,1.74820067,876.3,702,57904
PICT,2012,12,4610,0.93538387,873.9,618,35106
PICT,2013,01,6978,1.41585871,880.9,1001,43009
PICT,2013,02,4828,1.08457571,863.8,502,29187
PICT,2013,03,5521,1.12022871,882.5,819,35452
PICT,2013,04,7765,1.62806167,891.1,1307,60929
PICT,2013,05,5922,1.2015929,875,637,44378
PICT,2013,06,3674,0.77031533,861.9,811,23588
PICT,2013,07,3200,0.64929032,879.4,331,16292
PICT,2013,08,3803,0.77164097,874.2,483,17620
PICT,2013,09,493,0.10336567,897.5,48,2704
PICT,2013,12,820,0.16638065,867.3,50,5070
PICT,2014,01,2052,0.41635742,864.1,154,15032
PICT,2014,02,3621,0.81343179,866.4,575,25175
PICT,2014,03,4691,0.95181903,882.5,398,48989
PICT,2014,04,3584,0.75144533,886.6,290,38523
PICT,2014,05,2799,0.56792613,873.7,212,25433
PICT,2014,08,3167,0.64259452,877,699,24164
PICT,2014,09,6835,1.43307167,873.7,1198,67556
PICT,2014,10,7925,1.60800806,877.2,757,80152
PICT,2014,11,7416,1.554888,872.3,607,71089
PICT,2015,01,3699,0.75053903,885.2,542,36313
PICT,2015,02,7149,1.60597179,872.3,868,64843
PICT,2015,03,4235,0.85929516,871,540,39755
PICT,2015,04,3758,0.78792733,871.4,343,27130
PICT,2015,05,4282,0.86883161,868.3,394,31299
PICT,2015,06,757,0.15871767,875.1,94,5499
PICT,2015,08,704,0.14284387,874.6,66,5769
PICT,2015,09,3243,0.679949,878.1,320,23857
PICT,2015,10,368,0.07466839,874.7,34,2716
PICT,2016,05,1109,0.22501968,873.5,116,10098
PICT,2016,07,25,0.00507258,871.3,3,191
PICT,2016,08,892,0.18098968,869.9,125,16847
PICT,2016,09,2799,0.586857,873.2,315,46738
PICT,2016,10,3244,0.65821806,870.8,365,51983
PICT,2016,11,2744,0.57532533,871.6,329,41017
PICT,2016,12,1461,0.29644161,867.8,224,14477
PICT,2017,01,1826,0.37050129,868.3,368,19091
PICT,2017,02,1331,0.29899964,868,246,14516
PICT,2017,03,2271,0.46079323,866.5,413,20630
PICT,2017,06,585,0.122655,877.7,94,7693
PICT,2017,07,3360,0.68175484,874.3,449,44111
PICT,2017,08,1241,0.2518029,869.7,183,11957
PICT,2017,09,294,0.061642,869.4,54,2635
PICT,2018,06,845,0.17716833,888.5,66,10482
PICT,2018,07,7,0.00142032,886.3,14,290
PICT,2019,04,139,0.02914367,850,13,2081
PICT,2019,05,2835,0.57523065,849.5,376,36593
PICT,2021,01,10,0.00202903,868.4,1,110
PICT,2021,04,223,0.04675567,871,0,3190
PICT,2021,05,1889,0.38328419,871.7,152,27464
PICT,2021,06,1966,0.41220467,871.9,172,32227
PICT,2021,07,1892,0.3838929,875.3,151,34383
PICT,2021,08,449,0.09110355,874.2,32,7586
PICT,2021,09,2018,0.42310733,866.4,168,32549
PICT,2021,10,2151,0.43644484,868.8,154,33711
PICT,2021,11,10,0.00209667,870,1,196
PICT,2021,12,329,0.06675516,867.3,17,6227
PICT,2022,01,1605,0.32565968,862.9,94,23223
PICT,2022,02,69,0.01550036,854.6,6,1061
PICT,2022,05,635,0.12884355,864.4,30,9333
PICT,2022,11,831,0.174233,860.9,87,16073
PICT,2022,12,698,0.14162645,863.8,59,10437
PICT,2023,06,1612,0.33798267,856.6,233,20018
PICT,2023,07,417,0.08461065,866.1,33,5071
PICT,2023,12,802,0.16272839,860.9,89,11654
PICT,2024,01,247,0.0501171,857.5,32,4047
PICT,2024,02,1538,0.3335869,861.2,156,24200
PICT,2024,03,329,0.06675516,862.6,23,5193
PIERCE,1999,02,67554,15.17552357,824,11976,55
PIERCE,1999,03,124642,25.29026387,824,20987,79
PIERCE,1999,04,94256,19.76234133,824,15729,37
PIERCE,1999,05,156060,31.66507742,824,25930,23
PIERCE,1999,06,121508,25.47617733,824,20049,158
PIERCE,1999,07,114974,23.32859548,824,19029,113
PIERCE,1999,08,238062,48.30354774,824,40039,351
PIERCE,1999,09,221768,46.49735733,824,37035,417
PIERCE,1999,10,194434,39.45128581,824,32576,456
PIERCE,1999,11,201205,42.18598167,824,34611,659
PIERCE,1999,12,183796,37.29280129,824,32737,655
PIERCE,2000,01,241824,49.06686968,824,45461,711
PIERCE,2000,02,142558,30.92033862,824,26477,430
PIERCE,2000,03,291549,59.15623258,824,58071,1284
PIERCE,2000,04,302021,63.32373633,824,68221,897
PIERCE,2000,05,315038,63.92222645,824,80002,1101
PIERCE,2000,06,296527,62.17182767,824,81875,1151
PIERCE,2000,07,301976,61.27190452,824,87681,1253
PIERCE,2000,08,218136,44.26049806,824,64143,1036
PIERCE,2000,09,267488,56.08331733,824,79353,1667
PIERCE,2000,10,227924,46.24651484,824,74272,1127
PIERCE,2000,11,237970,49.89437667,824,77539,1226
PIERCE,2000,12,200632,40.70888,824,78391,1367
PIERCE,2001,01,122404,24.83616645,824,39932,450
PIERCE,2001,02,167677,37.66744036,824,63695,3398
PIERCE,2001,03,219017,44.43925581,824,85392,3052
PIERCE,2001,04,207336,43.471448,824,88888,3526
PIERCE,2001,05,200551,40.69244484,824,93189,3871
PIERCE,2001,06,195236,40.93448133,824,95520,5037
PIERCE,2001,07,163480,33.17061935,824,81006,3648
PIERCE,2001,08,152684,30.98007613,824,78405,5240
PIERCE,2001,09,168444,35.317092,824,88634,6036
PIERCE,2001,10,208851,42.37654161,824,90202,6919
PIERCE,2001,11,181947,38.148221,824,85224,7500
PIERCE,2001,12,188303,38.20728613,824,94169,7336
PIERCE,2002,01,96456,19.57123355,824,48489,6526
PIERCE,2002,02,132129,29.68183607,824,63317,7356
PIERCE,2002,03,185955,37.73086935,824,101910,7893
PIERCE,2002,04,166212,34.849116,824,95511,7518
PIERCE,2002,05,165806,33.64257226,824,99665,8565
PIERCE,2002,06,155806,32.66732467,824,98403,7817
PIERCE,2002,07,140426,28.49288839,824,90064,7971
PIERCE,2002,08,150420,30.52070323,824,99083,7973
PIERCE,2002,09,113552,23.80806933,824,74304,5196
PIERCE,2002,10,142168,28.84634581,824,98937,5969
PIERCE,2002,11,137865,28.905695,824,96605,5922
PIERCE,2002,12,134238,27.23732323,824,98965,5804
PIERCE,2003,01,132722,26.92972194,824,100699,6089
PIERCE,2003,02,113531,25.50392821,824,86354,5481
PIERCE,2003,03,128370,26.0466871,824,101110,6342
PIERCE,2003,04,122422,25.66781267,824,98674,6090
PIERCE,2003,05,106278,21.56414903,824,90876,6138
PIERCE,2003,06,34703,7.27606233,824,24346,1342
PIERCE,2003,07,123377,25.03359129,824,99901,1560
PIERCE,2003,08,122887,24.93416871,824,99306,8934
PIERCE,2003,09,116302,24.38465267,824,101967,7708
PIERCE,2003,10,122331,24.82135452,824,106265,9787
PIERCE,2003,11,112487,23.58477433,824,97491,9146
PIERCE,2003,12,105897,21.4868429,824,91670,8233
PIERCE,2004,01,83610,16.96473871,824,67840,7994
PIERCE,2004,02,84362,18.2978269,824,67842,7032
PIERCE,2004,03,119402,24.22705097,824,108579,8245
PIERCE,2004,04,94908,19.899044,824,89992,5632
PIERCE,2004,05,93185,18.9075371,824,81238,7021
PIERCE,2004,06,101669,21.31660033,824,78265,6345
PIERCE,2004,07,71534,14.51447935,824,59642,5347
PIERCE,2004,10,56707,11.50603323,824,26706,2286
PIERCE,2004,11,115743,24.267449,824,77889,8522
PIERCE,2004,12,117065,23.75286613,824,85849,7728
PIERCE,2005,01,119707,24.28893645,824,87330,8333
PIERCE,2005,02,98034,22.02263786,824,68786,7062
PIERCE,2005,03,107616,21.83563355,824,80246,7641
PIERCE,2005,04,109033,22.86058567,824,82662,7423
PIERCE,2005,05,113030,22.93415161,824,86801,7116
PIERCE,2005,06,112751,23.64012633,824,87717,7475
PIERCE,2005,07,116596,23.65770452,824,92440,7129
PIERCE,2005,08,108180,21.95007097,824,92478,8836
PIERCE,2005,09,95164,19.95271867,824,74987,8795
PIERCE,2005,10,115178,23.36998774,824,92696,9145
PIERCE,2005,11,75460,15.82144667,824,61144,3979
PIERCE,2005,12,95950,19.46856452,824,77009,7865
PIERCE,2006,01,101103,20.51412484,824,81354,7643
PIERCE,2006,02,86283,19.38285964,824,63106,5955
PIERCE,2006,03,104771,21.25837387,824,76335,8516
PIERCE,2006,04,36364,7.62431867,824,21752,3397
PIERCE,2006,05,67360,13.66756129,824,57614,3845
PIERCE,2006,06,66795,14.004685,824,67713,349
PIERCE,2006,07,79890,16.20993871,824,80683,1052
PIERCE,2006,08,73088,14.82979097,824,69168,3234
PIERCE,2006,10,25968,5.26899097,824,23911,0
PIERCE,2006,11,72379,15.17546367,824,69836,9763
PIERCE,2006,12,74467,15.10959452,824,74142,9440
PIERCE,2007,01,41682,8.45741226,824,40920,10139
PIERCE,2007,02,78143,17.55426679,824,76797,12008
PIERCE,2007,03,49146,9.97188194,824,37155,13727
PIERCE,2007,04,79637,16.69722433,824,66211,7667
PIERCE,2007,05,103092,20.91769935,824,79078,12805
PIERCE,2007,06,91270,19.13627667,824,73910,13553
PIERCE,2007,07,74453,15.10675387,824,67482,3602
PIERCE,2007,08,83107,16.86267839,824,80598,8986
PIERCE,2007,09,83007,17.403801,824,92268,5026
PIERCE,2007,10,75897,15.39974613,824,87497,5464
PIERCE,2007,11,61354,12.86388867,824,62004,6881
PIERCE,2007,12,64344,13.05560516,824,68156,15613
PIERCE,2008,01,60880,12.35274839,824,63081,14432
PIERCE,2008,02,59108,12.82032138,824,60639,11839
PIERCE,2008,03,54084,10.97381806,824,49740,12188
PIERCE,2008,04,70084,14.69427867,824,80090,12632
PIERCE,2008,05,69072,14.01493161,824,100919,13075
PIERCE,2008,06,51093,10.712499,824,83824,4270
PIERCE,2008,07,54017,10.96022355,824,97145,6796
PIERCE,2008,08,81643,16.56562806,824,101394,11074
PIERCE,2008,09,67851,14.226093,824,84478,7364
PIERCE,2008,10,63544,12.89328258,824,83832,7469
PIERCE,2008,11,57266,12.00677133,824,78560,6336
PIERCE,2008,12,64259,13.03835839,824,89020,6487
PIERCE,2009,01,67276,13.65051742,824,95411,6379
PIERCE,2009,02,53629,12.04737179,824,78474,3948
PIERCE,2009,03,61847,12.54895581,824,85886,3633
PIERCE,2009,04,56529,11.852247,824,87725,6454
PIERCE,2009,05,57860,11.73998065,824,93889,4732
PIERCE,2009,06,51093,10.712499,824,83824,4270
PIERCE,2009,07,54017,10.96022355,824,97145,6796
PIERCE,2009,08,57119,11.58962935,824,101203,6055
PIERCE,2009,09,54856,11.50147467,824,100328,8822
PIERCE,2009,10,20423,4.14389258,824,35520,1126
PIERCE,2009,11,47315,9.92037833,824,81166,5742
PIERCE,2009,12,60778,12.33205226,824,106151,6793
PIERCE,2010,01,53444,10.84396,824,99442,6207
PIERCE,2010,02,49681,11.16048179,824,91998,4752
PIERCE,2010,03,47090,9.5547129,824,85923,4502
PIERCE,2010,04,52690,11.04733667,824,95585,6775
PIERCE,2010,05,53381,10.8311771,824,95199,4512
PIERCE,2010,06,49926,10.467818,824,96186,4825
PIERCE,2010,07,51951,10.54102548,824,96779,3756
PIERCE,2010,08,49656,10.07536258,820.7,97378,4755
PIERCE,2010,09,26125,5.47754167,824,51952,1388
PIERCE,2010,10,42217,8.56596548,824,79145,2984
PIERCE,2010,11,61205,12.83264833,824,97488,2676
PIERCE,2010,12,62732,12.72852516,824,98591,3476
PIERCE,2011,01,62100,12.60029032,824,96675,5210
PIERCE,2011,02,35337,7.93820464,824,47578,5357
PIERCE,2011,03,58440,11.85766452,824,79909,3853
PIERCE,2011,04,51414,10.779802,824,76399,5539
PIERCE,2011,05,24747,5.02124613,824,34359,1484
PIERCE,2011,06,55749,11.688707,824,82943,5202
PIERCE,2011,07,42920,8.70860645,824,66837,3749
PIERCE,2011,08,61742,12.52765097,824,68859,3776
PIERCE,2011,09,75198,15.766514,824,95303,6925
PIERCE,2011,10,74707,15.15829129,824,100196,3478
PIERCE,2011,11,68346,14.329878,824,98189,8884
PIERCE,2011,12,41328,8.38558452,824,57948,1870
PIERCE,2012,01,67487,13.69333,826.8,95974,5647
PIERCE,2012,02,58454,12.67847103,824,87518,5077
PIERCE,2012,03,64510,13.0892871,824,92003,6596
PIERCE,2012,04,55809,11.701287,824,79072,2992
PIERCE,2012,05,63610,12.90667419,824,97872,4162
PIERCE,2012,06,45761,9.59455633,824,64357,2159
PIERCE,2012,07,41030,8.32511935,824,58010,3549
PIERCE,2012,08,56529,11.46991645,824,79395,5248
PIERCE,2012,09,52730,11.05572333,824,74276,5662
PIERCE,2012,10,61409,12.46008419,824,83686,8300
PIERCE,2012,11,29432,6.17090933,824,23566,5190
PIERCE,2012,12,30466,6.18164968,824,4721,2990
PIERCE,2013,01,38222,7.7553671,824,5576,3043
PIERCE,2013,02,24011,5.39389964,824,4122,2417
PIERCE,2013,03,9434,1.91418903,824,1261,0
PIERCE,2013,04,21130,4.43025667,824,4511,1271
PIERCE,2013,05,20226,4.10392065,824,4353,2534
PIERCE,2014,12,11673,2.36848935,840,1452,11
PIERCE,2015,01,16833,3.41547,840,2119,154
PIERCE,2015,02,5550,1.24676786,840,801,0
PIERCE,2015,03,28471,5.77685774,824,6469,0
PIERCE,2015,04,25092,5.260956,824,3426,221847
PIERCE,2015,05,55561,11.27350613,824,20998,16047
PIERCE,2015,06,42435,8.897205,824,15839,1562338
PIERCE,2015,07,75401,15.29910613,824,51865,341321
PIERCE,2015,08,71565,14.52076935,824,53029,7213
PIERCE,2015,09,83435,17.49353833,824,53869,8332
PIERCE,2015,10,1723,0.34960226,824,1079,93
PIERCE,2015,11,43548,9.130564,824,26046,1351
PIERCE,2015,12,13921,2.82461581,824,5379,99
PIERCE,2016,01,23828,4.83477806,824,8789,2382
PIERCE,2016,02,32026,6.94632897,824,9118,1929
PIERCE,2016,03,11070,2.24613871,824,3035,126
PIERCE,2016,04,7683,1.610869,824,2588,919
PIERCE,2016,05,20829,4.22627129,824,7212,1405
PIERCE,2016,06,45366,9.511738,824,16638,3851
PIERCE,2016,07,78144,15.85566968,824,45773,5698
PIERCE,2016,08,79010,16.03138387,824,50594,3148
PIERCE,2016,09,16510,3.46159667,824,9558,851
PIERCE,2016,10,32874,6.67024065,824,24497,1829
PIERCE,2016,11,53685,11.255955,824,44982,3463
PIERCE,2016,12,81808,16.5991071,824,78551,7624
PIERCE,2017,01,62036,12.58730452,824,54599,5376
